player_id,full_name,first_name,last_name,is_active,birthdate
76037,Dwight Anderson,Dwight,Anderson,False,1960-12-28
944,Eric Anderson,Eric,Anderson,False,1970-05-26
246,Greg Anderson,Greg,Anderson,False,1964-06-22
202341,James Anderson,James,Anderson,False,1989-03-25
76040,Jerome Anderson,Jerome,Anderson,False,1953-10-09
1626147,Justin Anderson,Justin,Anderson,False,1993-11-19
72,Kenny Anderson,Kenny,Anderson,False,1970-10-09
76041,Kim Anderson,Kim,Anderson,False,1955-05-12
203937,Kyle Anderson,Kyle,Anderson,True,1993-09-20
76042,Michael Anderson,Michael,Anderson,False,1966-03-23
76043,Mitchell Anderson,Mitchell,Anderson,False,1960-09-23
98,Nick Anderson,Nick,Anderson,False,1968-01-20
76045,Richard Anderson,Richard,Anderson,False,1960-11-19
76046,Ron Anderson,Ron,Anderson,False,1958-10-15
201583,Ryan Anderson,Ryan,Anderson,False,1988-05-06
1000,Shandon Anderson,Shandon,Anderson,False,1973-12-31
335,Willie Anderson,Willie,Anderson,False,1967-01-08
76048,Wally Anderzunas,Wally,Anderzunas,False,1946-01-11
101149,Martynas Andriuskevicius,Martynas,Andriuskevicius,False,1986-03-12
76049,Don Anielak,Don,Anielak,False,1930-11-01
1628387,Ike Anigbogu,Ike,Anigbogu,False,1998-10-16
76050,Michael Ansley,Michael,Ansley,False,1967-02-08
1512,Chris Anstey,Chris,Anstey,False,1975-01-01
203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,True,1994-12-06
1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,False,1997-11-20
203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,False,1992-07-18
2546,Carmelo Anthony,Carmelo,Anthony,False,1984-05-29
1630175,Cole Anthony,Cole,Anthony,True,2000-05-15
21,Greg Anthony,Greg,Anthony,False,1967-11-15
201202,Joel Anthony,Joel,Anthony,False,1982-08-09
203544,Pero Antic,Pero,Antic,False,1982-07-29
1628384,OG Anunoby,OG,Anunoby,True,1997-07-17
203951,Keith Appling,Keith,Appling,False,1992-02-13
2737,Rafael Araujo,Rafael,Araujo,False,1980-08-12
76053,Stacey Arceneaux,Stacey,Arceneaux,False,1936-02-17
76054,Nate Archibald,Nate,Archibald,False,1948-09-02
2425,Robert Archibald,Robert,Archibald,False,1980-03-29
1627853,Ryan Arcidiacono,Ryan,Arcidiacono,False,1994-03-26
76055,Jim Ard,Jim,Ard,False,1948-09-19
2240,Gilbert Arenas,Gilbert,Arenas,False,1982-01-06
2772,Trevor Ariza,Trevor,Ariza,False,1985-06-30
76056,Paul Arizin,Paul,Arizin,False,1928-04-09
76057,Joe Arlauckas,Joe,Arlauckas,False,1965-07-20
769,B.J. Armstrong,B.J.,Armstrong,False,1967-09-09
76061,Bob Armstrong,Bob,Armstrong,False,1933-06-17
2220,Brandon Armstrong,Brandon,Armstrong,False,1980-06-16
353,Darrell Armstrong,Darrell,Armstrong,False,1968-06-22
200756,Hilton Armstrong,Hilton,Armstrong,False,1984-11-23
76060,Paul Armstrong,Paul,Armstrong,False,1918-11-01
1642379,Taran Armstrong,Taran,Armstrong,True,2002-01-15
76059,Tate Armstrong,Tate,Armstrong,False,1955-10-05
76062,Jesse Arnelle,Jesse,Arnelle,False,1933-12-30
76063,Jay Arnette,Jay,Arnette,False,1938-12-19
76064,Bob Arnzen,Bob,Arnzen,False,1947-11-03
2306,Carlos Arroyo,Carlos,Arroyo,False,1979-07-30
201589,Darrell Arthur,Darrell,Arthur,False,1988-03-25
76065,John Arthurs,John,Arthurs,False,1947-08-15
1628503,Jamel Artis,Jamel,Artis,False,1993-01-12
201600,Omer Asik,Omer,Asik,False,1986-07-04
355,Vincent Askew,Vincent,Askew,False,1966-02-28
173,Keith Askins,Keith,Askins,False,1967-12-15
76068,Don Asmonga,Don,Asmonga,False,1928-02-15
76069,Richard Atha,Richard,Atha,False,1931-09-21
1088,Chucky Atkins,Chucky,Atkins,False,1974-08-14
76070,Alvin Attles,Alvin,Attles,False,1936-11-07
76071,Chet Aubuchon,Chet,Aubuchon,False,1916-05-08
278,Stacey Augmon,Stacey,Augmon,False,1968-08-01
201571,D.J. Augustin,D.J.,Augustin,False,1987-11-10
200788,James Augustine,James,Augustine,False,1984-02-27
1134,Ike Austin,Ike,Austin,False,1969-08-18
76073,John Austin,John,Austin,False,1944-08-31
76074,Ken Austin,Ken,Austin,False,1961-07-15
1630166,Deni Avdija,Deni,Avdija,True,2001-01-03
138,Anthony Avent,Anthony,Avent,False,1969-10-18
76076,William Averitt,William,Averitt,False,1952-07-22
1895,William Avery,William,Avery,False,1979-08-08
76078,Dennis Awtrey,Dennis,Awtrey,False,1948-02-22
1630555,Joel Ayayi,Joel,Ayayi,False,2000-03-05
202970,Gustavo Ayon,Gustavo,Ayon,False,1985-04-01
201965,Jeff Ayres,Jeff,Ayres,False,1987-04-29
1629028,Deandre Ayton,Deandre,Ayton,True,1998-07-23
101235,Kelenna Azubuike,Kelenna,Azubuike,False,1983-12-16
1628962,Udoka Azubuike,Udoka,Azubuike,False,1999-09-17
203569,Chris Babb,Chris,Babb,False,1990-02-14
202337,Luke Babbitt,Luke,Babbitt,False,1989-06-20
76079,Milos Babic,Milos,Babic,False,1968-11-23
76080,Johnny Bach,Johnny,Bach,False,1924-07-10
1628407,Dwayne Bacon,Dwayne,Bacon,False,1995-08-30
1630641,Ibou Badji,Ibou,Badji,False,2002-10-13
76081,Jim Baechtold,Jim,Baechtold,False,1927-12-09
2053,Dalibor Bagaric,Dalibor,Bagaric,False,1980-07-02
76082,John Bagley,John,Bagley,False,1960-04-23
1630542,Marcus Bagley,Marcus,Bagley,True,2001-10-23
1628963,Marvin Bagley III,Marvin,Bagley III,True,1999-03-14
1641735,Amari Bailey,Amari,Bailey,False,2004-02-17
76084,Carl Bailey,Carl,Bailey,False,1958-04-23
76083,Gus Bailey,Gus,Bailey,False,1951-02-18
76085,James Bailey,James,Bailey,False,1957-05-21
1847,Thurl Bailey,Thurl,Bailey,False,1961-04-07
1753,Toby Bailey,Toby,Bailey,False,1975-11-19
203946,Cameron Bairstow,Cameron,Bairstow,False,1990-12-07
1858,Mark Baker,Mark,Baker,False,1969-11-11
2486,Maurice Baker,Maurice,Baker,False,1979-07-28
76089,Norm Baker,Norm,Baker,False,1923-02-17
1627758,Ron Baker,Ron,Baker,False,1993-03-30
452,Vin Baker,Vin,Baker,False,1971-11-23
1627735,Wade Baldwin IV,Wade,Baldwin IV,False,1996-03-29
1631116,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,True,2002-11-18
200764,Renaldo Balkman,Renaldo,Balkman,False,1984-07-14
76090,Cedric Ball,Cedric,Ball,False,1968-04-16
1630163,LaMelo Ball,LaMelo,Ball,True,2001-08-22
1628366,Lonzo Ball,Lonzo,Ball,True,1997-10-27
76091,Greg Ballard,Greg,Ballard,False,1955-01-29
76092,Herschel Baltimore,Herschel,Baltimore,False,1921-06-21
1628964,Mo Bamba,Mo,Bamba,True,1998-05-12
1631094,Paolo Banchero,Paolo,Banchero,True,2002-11-12
1630217,Desmond Bane,Desmond,Bane,True,1998-06-25
76093,Gene Banks,Gene,Banks,False,1959-05-15
2556,Marcus Banks,Marcus,Banks,False,1981-11-19
76094,Ken Bannister,Ken,Bannister,False,1960-04-01
76095,Mike Bantom,Mike,Bantom,False,1951-12-03
1630625,Dalano Banton,Dalano,Banton,True,1999-11-07
1627760,Cat Barber,Cat,Barber,False,1994-07-25
76096,John Barber,John,Barber,False,1927-06-27
2571,Leandro Barbosa,Leandro,Barbosa,False,1982-11-28
76097,Stephen Bardo,Stephen,Bardo,False,1968-04-05
200826,J.J. Barea,J.J.,Barea,False,1984-06-26
200745,Andrea Bargnani,Andrea,Bargnani,False,1985-10-26
76098,Cliff Barker,Cliff,Barker,False,1921-01-15
76099,Tom Barker,Tom,Barker,False,1955-03-11
787,Charles Barkley,Charles,Barkley,False,1963-02-20
2057,Erick Barkley,Erick,Barkley,False,1978-02-21
76102,Don Barksdale,Don,Barksdale,False,1923-03-31
1631230,Dominick Barlow,Dominick,Barlow,True,2003-05-26
203084,Harrison Barnes,Harrison,Barnes,True,1992-05-30
76103,Harry Barnes,Harry,Barnes,False,1945-07-25
76105,Jim Barnes,Jim,Barnes,False,1941-04-13
76104,Marvin Barnes,Marvin,Barnes,False,1952-07-27
2440,Matt Barnes,Matt,Barnes,False,1980-03-09
1630567,Scottie Barnes,Scottie,Barnes,True,2001-08-01
76107,Dick Barnett,Dick,Barnett,False,1936-10-02
76106,Jim Barnett,Jim,Barnett,False,1944-07-07
76108,John Barnhill,John,Barnhill,False,1938-03-20
76109,Norton Barnhill,Norton,Barnhill,False,1953-07-15
76110,Leo Barnhorst,Leo,Barnhorst,False,1924-05-11
76111,John Barr,John,Barr,False,1918-08-18
76112,Mike Barr,Mike,Barr,False,1950-10-19
76113,Thomas Barr,Thomas,Barr,False,1944-06-19
2857,Andre Barrett,Andre,Barrett,False,1982-02-21
76114,Ernie Barrett,Ernie,Barrett,False,1929-08-27
1629628,RJ Barrett,RJ,Barrett,True,2000-06-14
2853,Earl Barron,Earl,Barron,False,1981-08-14
344,Dana Barros,Dana,Barros,False,1967-04-13
699,Brent Barry,Brent,Barry,False,1971-12-31
1003,Drew Barry,Drew,Barry,False,1973-02-17
468,Jon Barry,Jon,Barry,False,1969-07-25
600013,Rick Barry,Rick,Barry,False,1944-03-28
76117,Ed Bartels,Ed,Bartels,False,1925-10-08
76118,Vic Bartolome,Vic,Bartolome,False,1948-09-29
203115,Will Barton,Will,Barton,False,1991-01-06
101188,Eddie Basden,Eddie,Basden,False,1983-02-15
76119,Jerry Baskerville,Jerry,Baskerville,False,1951-11-10
101138,Brandon Bass,Brandon,Bass,False,1985-04-30
1628238,Paris Bass,Paris,Bass,False,1995-08-29
76120,Tim Bassett,Tim,Bassett,False,1951-04-01
1629646,Charles Bassey,Charles,Bassey,True,2000-10-28
1766,Maceo Baston,Maceo,Baston,False,1976-05-29
2370,Mengke Bateer,Mengke,Bateer,False,1975-11-20
76121,Billyray Bates,Billyray,Bates,False,1956-05-31
1641734,Emoni Bates,Emoni,Bates,True,2004-01-28
1628966,Keita Bates-Diop,Keita,Bates-Diop,False,1996-01-23
101212,Esteban Batista,Esteban,Batista,False,1983-09-02
2471,Mike Batiste,Mike,Batiste,False,1977-11-21
1499,Tony Battie,Tony,Battie,False,1976-02-11
2203,Shane Battier,Shane,Battier,False,1978-09-09
1642419,Jamison Battle,Jamison,Battle,True,2001-05-10
174,John Battle,John,Battle,False,1962-11-09
76123,Kenny Battle,Kenny,Battle,False,1964-10-10
76124,Dave Batton,Dave,Batton,False,1956-03-26
201587,Nicolas Batum,Nicolas,Batum,True,1988-12-14
1641878,Damion Baugh,Damion,Baugh,True,2000-08-03
76125,Johnny Baum,Johnny,Baum,False,1946-06-17
76126,Frankie Baumholtz,Frankie,Baumholtz,False,1918-10-07
2437,Lonny Baxter,Lonny,Baxter,False,1979-01-27
201573,Jerryd Bayless,Jerryd,Bayless,False,1988-08-20
76127,Elgin Baylor,Elgin,Baylor,False,1934-09-16
203382,Aron Baynes,Aron,Baynes,False,1986-12-09
76128,Sergei Bazarevich,Sergei,Bazarevich,False,1965-03-15
203145,Kent Bazemore,Kent,Bazemore,False,1989-07-01
1629647,Darius Bazley,Darius,Bazley,False,2000-06-12
76129,Ed Beach,Ed,Beach,False,1929-01-25
203078,Bradley Beal,Bradley,Beal,True,1993-06-28
76130,Butch Beard,Butch,Beard,False,1947-05-04
76131,Ralph Beard,Ralph,Beard,False,1927-12-02
2602,Jerome Beasley,Jerome,Beasley,False,1980-05-17
1627736,Malik Beasley,Malik,Beasley,True,1996-11-26
201563,Michael Beasley,Michael,Beasley,False,1989-01-09
76133,Zelmo Beaty,Zelmo,Beaty,False,1939-10-25
201958,Rodrigue Beaubois,Rodrigue,Beaubois,False,1988-02-24
1630699,MarJon Beauchamp,MarJon,Beauchamp,True,2000-10-12
76134,Byron Beck,Byron,Beck,False,1945-01-25
1133,Corey Beck,Corey,Beck,False,1971-05-27
76136,Ernie Beck,Ernie,Beck,False,1931-12-11
76137,Moe Becker,Moe,Becker,False,1917-02-24
76138,William Bedford,William,Bedford,False,1963-12-14
1641736,Reece Beekman,Reece,Beekman,True,2001-10-08
76139,Hank Beenders,Hank,Beenders,False,1916-06-02
76140,Ron Behagen,Ron,Behagen,False,1951-01-14
76141,Elmer Behnke,Elmer,Behnke,False,1929-02-03
201158,Marco Belinelli,Marco,Belinelli,False,1986-03-25
2294,Charlie Bell,Charlie,Bell,False,1979-03-12
76142,Dennis Bell,Dennis,Bell,False,1951-06-02
1628395,Jordan Bell,Jordan,Bell,False,1995-01-07
1952,Raja Bell,Raja,Bell,False,1976-09-19
2559,Troy Bell,Troy,Bell,False,1980-11-10
76143,William Bell,William,Bell,False,1932-09-13
76144,Walt Bellamy,Walt,Bellamy,False,1939-07-24
1627761,DeAndre' Bembry,DeAndre',Bembry,False,1994-07-04
76145,Irv Bemoras,Irv,Bemoras,False,1930-11-18
76146,Leon Benbow,Leon,Benbow,False,1950-07-23
1627733,Dragan Bender,Dragan,Bender,False,1997-11-17
1886,Jonathan Bender,Jonathan,Bender,False,1981-01-30
203968,Jerrelle Benimon,Jerrelle,Benimon,False,1991-08-01
104,Benoit Benjamin,Benoit,Benjamin,False,1964-11-22
1736,Corey Benjamin,Corey,Benjamin,False,1978-02-24
203461,Anthony Bennett,Anthony,Bennett,False,1993-03-14
1120,Elmer Bennett,Elmer,Bennett,False,1970-02-13
712,Mario Bennett,Mario,Bennett,False,1973-08-01
76151,Mel Bennett,Mel,Bennett,False,1955-01-04
76148,Tony Bennett,Tony,Bennett,False,1969-06-01
76152,Winston Bennett,Winston,Bennett,False,1965-02-09
128,David Benoit,David,Benoit,False,1968-05-09
202728,Keith Benson,Keith,Benson,False,1988-08-13
76154,Kent Benson,Kent,Benson,False,1954-12-27
1627791,Ben Bentil,Ben,Bentil,False,1995-03-29
76155,Gene Berce,Gene,Berce,False,1926-11-22
76156,Gary Bergen,Gary,Bergen,False,1932-07-16
1631262,Jules Bernard,Jules,Bernard,False,2000-01-21
76157,Ricky Berry,Ricky,Berry,False,1964-10-06
76158,Walter Berry,Walter,Berry,False,1964-05-14
1629541,Dairis Bertans,Dairis,Bertans,False,1989-09-09
202722,Dāvis Bertāns,Dāvis,Bertāns,False,1992-11-12
76159,Del Beshore,Del,Beshore,False,1956-11-29
696,Travis Best,Travis,Best,False,1972-07-12
201976,Patrick Beverley,Patrick,Beverley,False,1988-07-12
1630180,Saddiq Bey,Saddiq,Bey,True,1999-04-09
1630189,Tyler Bey,Tyler,Bey,False,1998-02-10
204021,Sim Bhullar,Sim,Bhullar,False,1992-12-02
76160,Al Bianchi,Al,Bianchi,False,1932-03-26
76161,Hank Biasatti,Hank,Biasatti,False,1922-01-14
76162,Henry Bibby,Henry,Bibby,False,1949-11-24
1710,Mike Bibby,Mike,Bibby,False,1978-05-13
76163,Ed Biedenbach,Ed,Biedenbach,False,1945-08-12
2740,Andris Biedrins,Andris,Biedrins,False,1986-04-02
76164,Don Bielke,Don,Bielke,False,1933-01-01
76165,Bob Bigelow,Bob,Bigelow,False,1953-12-26
1497,Chauncey Billups,Chauncey,Billups,False,1976-09-25
76166,Dave Bing,Dave,Bing,False,1943-11-24
76167,Joe Binion,Joe,Binion,False,1961-03-26
203920,Khem Birch,Khem,Birch,False,1992-09-28
1628444,Jabari Bird,Jabari,Bird,False,1994-07-03
76168,Jerry Bird,Jerry,Bird,False,1935-02-02
1449,Larry Bird,Larry,Bird,False,1956-12-07
76170,Otis Birdsong,Otis,Birdsong,False,1955-12-09
76171,Gale Bishop,Gale,Bishop,False,1922-06-04
1629048,Goga Bitadze,Goga,Bitadze,True,1999-07-20
1641931,Onuralp Bitim,Onuralp,Bitim,False,1999-03-31
202687,Bismack Biyombo,Bismack,Biyombo,True,1992-08-28
202357,Nemanja Bjelica,Nemanja,Bjelica,False,1988-05-09
76172,Uwe Blab,Uwe,Blab,False,1962-03-26
1641710,Anthony Black,Anthony,Black,True,2004-01-20
76173,Charlie Black,Charlie,Black,False,1921-06-15
1641778,Leaky Black,Leaky,Black,False,1999-06-14
76174,Norman Black,Norman,Black,False,1957-11-12
204028,Tarik Black,Tarik,Black,False,1991-11-22
76175,Tom Black,Tom,Black,False,1941-07-09
76176,Rolando Blackman,Rolando,Blackman,False,1959-02-26
76180,Alex Blackwell,Alex,Blackwell,False,1970-06-27
76177,Cory Blackwell,Cory,Blackwell,False,1963-03-27
1806,James Blackwell,James,Blackwell,False,1968-02-25
76179,Nate Blackwell,Nate,Blackwell,False,1965-02-15
201971,DeJuan Blair,DeJuan,Blair,False,1989-04-22
2581,Steve Blake,Steve,Blake,False,1980-02-26
202392,Marqus Blakely,Marqus,Blakely,False,1988-10-22
1628469,Antonio Blakeney,Antonio,Blakeney,False,1996-10-04
200807,Will Blalock,Will,Blalock,False,1983-09-08
76182,George Blaney,George,Blaney,False,1939-11-12
76183,Lance Blanks,Lance,Blanks,False,1966-09-09
76184,Ricky Blanton,Ricky,Blanton,False,1966-04-21
101154,Andray Blatche,Andray,Blatche,False,1986-08-22
302,Mookie Blaylock,Mookie,Blaylock,False,1967-03-20
202339,Eric Bledsoe,Eric,Bledsoe,False,1989-12-09
1629833,Keljin Blevins,Keljin,Blevins,False,1995-11-24
76186,Leon Blevins,Leon,Blevins,False,1926-06-25
76187,John Block,John,Block,False,1944-04-16
76188,Mike Bloom,Mike,Bloom,False,1915-01-14
1628417,Jaron Blossomgame,Jaron,Blossomgame,False,1993-09-16
916,Corie Blount,Corie,Blount,False,1969-01-04
1548,Mark Blount,Mark,Blount,False,1975-11-30
203505,Vander Blue,Vander,Blue,False,1992-07-17
1629129,Trevon Bluiett,Trevon,Bluiett,False,1994-11-04
76189,Ray Blume,Ray,Blume,False,1958-09-23
76190,Nelson Bobb,Nelson,Bobb,False,1924-02-25
2800,Tony Bobbitt,Tony,Bobbitt,False,1979-10-22
76191,Arlen Bockhorn,Arlen,Bockhorn,False,1933-07-08
1631205,Buddy Boeheim,Buddy,Boeheim,False,1999-11-11
76192,Tom Boerwinkle,Tom,Boerwinkle,False,1945-08-23
2586,Keith Bogans,Keith,Bogans,False,1980-05-12
203992,Bogdan Bogdanović,Bogdan,Bogdanović,True,1992-08-18
202711,Bojan Bogdanović,Bojan,Bogdanović,False,1989-04-18
177,Muggsy Bogues,Muggsy,Bogues,False,1965-01-09
101106,Andrew Bogut,Andrew,Bogut,False,1984-11-28
1564,Etdrick Bohannon,Etdrick,Bohannon,False,1973-05-29
1629626,Bol Bol,Bol,Bol,True,1999-11-16
76195,Manute Bol,Manute,Bol,False,1962-10-16
1628413,Jonah Bolden,Jonah,Bolden,False,1996-01-02
1629716,Marques Bolden,Marques,Bolden,False,1998-04-17
76196,Bill Bolger,Bill,Bolger,False,1931-08-21
1630195,Leandro Bolmaro,Leandro,Bolmaro,False,2000-09-11
1627762,Joel Bolomboy,Joel,Bolomboy,False,1994-01-28
76197,Doug Bolstorff,Doug,Bolstorff,False,1931-10-29
76203,George H. Bon Salle,George H.,Bon Salle,False,1935-07-01
1641737,Adem Bona,Adem,Bona,True,2003-03-28
76198,Phil Bond,Phil,Bond,False,1954-07-27
1603,Walter Bond,Walter,Bond,False,1969-02-01
1629648,Jordan Bone,Jordan,Bone,False,1997-11-05
1121,Dexter Boney,Dexter,Boney,False,1970-04-27
1629067,Isaac Bonga,Isaac,Bonga,False,1999-11-08
76201,Ron Bonham,Ron,Bonham,False,1942-05-31
41,Anthony Bonner,Anthony,Bonner,False,1968-06-08
2588,Matt Bonner,Matt,Bonner,False,1980-04-05
1626164,Devin Booker,Devin,Booker,True,1996-10-30
511,Melvin Booker,Melvin,Booker,False,1972-08-20
202344,Trevor Booker,Trevor,Booker,False,1987-11-25
200767,Josh Boone,Josh,Boone,False,1984-11-21
76204,Ron Boone,Ron,Boone,False,1946-09-06
1916,Calvin Booth,Calvin,Booth,False,1976-05-07
1522,Keith Booth,Keith,Booth,False,1974-10-09
76206,Bob Boozer,Bob,Boozer,False,1937-04-26
2430,Carlos Boozer,Carlos,Boozer,False,1981-11-20
2414,Curtis Borchardt,Curtis,Borchardt,False,1980-09-13
76207,Jake Bornheimer,Jake,Bornheimer,False,1927-06-29
1953,Lazaro Borrell,Lazaro,Borrell,False,1972-09-20
76209,Costic Borsavage,Costic,Borsavage,False,1924-07-25
76210,Vince Boryla,Vince,Boryla,False,1927-03-11
2547,Chris Bosh,Chris,Bosh,False,1984-03-24
76211,Jim Bostic,Jim,Bostic,False,1953-01-28
1630527,Brandon Boston,Brandon,Boston,True,2001-11-28
76212,Lawrence Boston,Lawrence,Boston,False,1956-05-18
76213,Tom Boswell,Tom,Boswell,False,1953-10-02
1628449,Chris Boucher,Chris,Boucher,True,1993-01-11
1630547,James Bouknight,James,Bouknight,False,2000-09-18
2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,False,1978-05-20
1631123,Jamaree Bouyea,Jamaree,Bouyea,True,1999-06-27
76214,Don Boven,Don,Boven,False,1925-03-06
1898,Cal Bowdler,Cal,Bowdler,False,1977-03-31
1477,Bruce Bowen,Bruce,Bowen,False,1971-06-14
1763,Ryan Bowen,Ryan,Bowen,False,1975-11-20
1628968,Brian Bowen II,Brian,Bowen II,False,1998-10-02
194,Anthony Bowie,Anthony,Bowie,False,1963-11-09
76217,Sam Bowie,Sam,Bowie,False,1961-03-17
1085,Ira Bowman,Ira,Bowman,False,1973-06-11
1629065,Ky Bowman,Ky,Bowman,False,1997-06-16
76219,Nate Bowman,Nate,Bowman,False,1943-03-19
671,Donnie Boyce,Donnie,Boyce,False,1973-09-02
76221,Dennis Boyd,Dennis,Boyd,False,1954-05-21
76222,Fred Boyd,Fred,Boyd,False,1950-06-13
76223,Ken Boyd,Ken,Boyd,False,1952-03-25
1863,Earl Boykins,Earl,Boykins,False,1976-06-02
76224,Harry Boykoff,Harry,Boykoff,False,1922-07-24
76225,Winford Boynes,Winford,Boynes,False,1957-05-17
200841,Cedric Bozeman,Cedric,Bozeman,False,1983-03-07
76226,Steve Bracey,Steve,Bracey,False,1950-08-01
