personId,firstName,familyName,speed,distance,full_name
202734,E'Twaun,Moore,4.55,2.05,E'Twaun Moore
203200,Justin,Holiday,4.42,2.81,Justin Holiday
203926,Doug,McDermott,4.61,1.76,Doug McDermott
202703,Nikola,Mirotic,4.11,1.32,Nikola Mirotic
201166,Aaron,Brooks,4.08,1.41,Aaron Brooks
203503,Tony,Snell,4.51,0.77,Tony Snell
1626171,Bobby,Portis,4.46,1.36,Bobby Portis
1626245,Cristiano,Felicio,4.5,0.29,Cristiano Felicio
202710,Jimmy,Butler III,0.0,0.0,Jimmy Butler III
201565,Derrick,Rose,0.0,0.0,Derrick Rose
201961,Wayne,Ellington,4.26,2.04,Wayne Ellington
201152,Thaddeus,Young,4.41,2.93,Thaddeus Young
201572,Brook,Lopez,3.93,2.24,Brook Lopez
203900,Markel,Brown,4.47,2.07,Markel Brown
202388,Donald,Sloan,4.56,2.55,Donald Sloan
203508,Sergey,Karasev,4.65,1.21,Sergey Karasev
203930,Sean,Kilpatrick,4.17,1.64,Sean Kilpatrick
203499,Shane,Larkin,4.49,1.08,Shane Larkin
203080,Thomas,Robinson,4.0,0.92,Thomas Robinson
1626191,Chris,McCullough,4.66,0.63,Chris McCullough
202711,Bojan,Bogdanovic,0.0,0.0,Bojan Bogdanovic
203186,Willie,Reed,0.0,0.0,Willie Reed
203496,Robert,Covington,4.38,1.26,Robert Covington
203924,Jerami,Grant,4.65,1.3,Jerami Grant
203457,Nerlens,Noel,3.97,2.22,Nerlens Noel
203138,Hollis,Thompson,4.55,2.48,Hollis Thompson
202397,Ish,Smith,4.55,2.42,Ish Smith
203477,Isaiah,Canaan,4.09,1.84,Isaiah Canaan
203917,Nik,Stauskas,4.38,1.51,Nik Stauskas
1626158,Richaun,Holmes,4.29,0.85,Richaun Holmes
204456,T.J.,McConnell,4.98,1.33,T.J. McConnell
201171,Carl,Landry,3.98,1.67,Carl Landry
1882,Elton,Brand,3.7,0.42,Elton Brand
203088,Kendall,Marshall,0.0,0.0,Kendall Marshall
201603,Sonny,Weems,0.0,0.0,Sonny Weems
2772,Trevor,Ariza,4.04,2.5,Trevor Ariza
202700,Donatas,Motiejunas,4.5,0.77,Donatas Motiejunas
2730,Dwight,Howard,3.89,2.25,Dwight Howard
201976,Patrick,Beverley,4.43,2.9,Patrick Beverley
201935,James,Harden,3.82,2.3,James Harden
201563,Michael,Beasley,4.42,1.1,Michael Beasley
203991,Clint,Capela,4.53,0.79,Clint Capela
1891,Jason,Terry,4.21,1.47,Jason Terry
201147,Corey,Brewer,4.17,1.54,Corey Brewer
203909,KJ,McDaniels,4.37,0.98,KJ McDaniels
202726,Andrew,Goudelock,0.0,0.0,Andrew Goudelock
1626149,Montrezl,Harrell,0.0,0.0,Montrezl Harrell
2746,Josh,Smith,0.0,0.0,Josh Smith
203109,Jae,Crowder,4.35,1.54,Jae Crowder
101161,Amir,Johnson,4.21,0.94,Amir Johnson
203096,Jared,Sullinger,3.64,1.91,Jared Sullinger
202340,Avery,Bradley,4.33,2.77,Avery Bradley
202738,Isaiah,Thomas,4.22,2.7,Isaiah Thomas
203935,Marcus,Smart,4.21,2.03,Marcus Smart
202323,Evan,Turner,4.06,2.03,Evan Turner
201973,Jonas,Jerebko,4.5,0.8,Jonas Jerebko
203092,Tyler,Zeller,4.35,1.06,Tyler Zeller
1626179,Terry,Rozier,4.78,0.82,Terry Rozier
1626175,Jordan,Mickey,3.85,0.13,Jordan Mickey
1626262,Coty,Clarke,0.0,0.0,Coty Clarke
1626154,RJ,Hunter,0.0,0.0,RJ Hunter
203490,Otto,Porter Jr.,4.69,2.36,Otto Porter Jr.
202693,Markieff,Morris,3.84,1.88,Markieff Morris
101162,Marcin,Gortat,4.12,1.27,Marcin Gortat
202066,Garrett,Temple,4.63,1.59,Garrett Temple
202322,John,Wall,3.79,2.16,John Wall
2403,Nene,Hilario,3.77,1.19,Nene Hilario
101187,Alan,Anderson,4.04,1.04,Alan Anderson
201162,Jared,Dudley,4.4,1.43,Jared Dudley
201196,Ramon,Sessions,4.21,1.5,Ramon Sessions
201977,Marcus,Thornton,4.27,1.4,Marcus Thornton
201581,JJ,Hickson,4.32,0.53,JJ Hickson
1626162,Kelly,Oubre Jr.,3.71,0.14,Kelly Oubre Jr.
204067,Jarell,Eddie,4.21,0.16,Jarell Eddie
202330,Gordon,Hayward,4.39,2.48,Gordon Hayward
202324,Derrick,Favors,4.14,2.19,Derrick Favors
203497,Rudy,Gobert,4.37,2.0,Rudy Gobert
203918,Rodney,Hood,4.47,2.56,Rodney Hood
202714,Shelvin,Mack,4.4,2.49,Shelvin Mack
202344,Trevor,Booker,4.67,1.27,Trevor Booker
203526,Raul,Neto,4.46,1.04,Raul Neto
203504,Trey,Burke,4.62,0.49,Trey Burke
204060,Joe,Ingles,4.15,0.49,Joe Ingles
1626168,Trey,Lyles,4.06,1.22,Trey Lyles
203187,Chris,Johnson,4.71,1.11,Chris Johnson
203481,Jeff,Withey,3.96,0.15,Jeff Withey
202699,Tobias,Harris,4.23,2.44,Tobias Harris
202694,Marcus,Morris Sr.,4.35,2.27,Marcus Morris Sr.
203083,Andre,Drummond,4.17,1.62,Andre Drummond
203484,Kentavious,Caldwell-Pope,4.11,2.62,Kentavious Caldwell-Pope
202704,Reggie,Jackson,4.09,2.13,Reggie Jackson
203382,Aron,Baynes,4.11,1.68,Aron Baynes
203493,Reggie,Bullock Jr.,4.6,1.37,Reggie Bullock Jr.
2581,Steve,Blake,4.41,1.22,Steve Blake
201229,Anthony,Tolliver,4.41,0.68,Anthony Tolliver
1626169,Stanley,Johnson,4.26,0.65,Stanley Johnson
1626199,Darrun,Hilliard,4.15,0.21,Darrun Hilliard
201202,Joel,Anthony,0.0,0.0,Joel Anthony
202712,Justin,Harper,0.0,0.0,Justin Harper
201587,Nicolas,Batum,4.42,2.71,Nicolas Batum
101107,Marvin,Williams,4.31,1.81,Marvin Williams
203469,Cody,Zeller,4.62,1.83,Cody Zeller
201584,Courtney,Lee,4.46,2.56,Courtney Lee
202689,Kemba,Walker,3.94,2.1,Kemba Walker
202391,Jeremy,Lin,4.29,1.59,Jeremy Lin
2744,Al,Jefferson,3.96,1.41,Al Jefferson
203087,Jeremy,Lamb,4.37,0.58,Jeremy Lamb
1626163,Frank,Kaminsky,4.56,1.86,Frank Kaminsky
203584,Troy,Daniels,4.38,0.2,Troy Daniels
1626151,Aaron,Harrison,3.97,0.18,Aaron Harrison
201946,Tyler,Hansbrough,3.98,0.18,Tyler Hansbrough
203268,Jorge,Gutierrez,4.15,0.19,Jorge Gutierrez
203095,Evan,Fournier,4.49,2.85,Evan Fournier
203932,Aaron,Gordon,4.58,2.08,Aaron Gordon
203473,Dewayne,Dedmon,4.33,1.77,Dewayne Dedmon
203506,Victor,Oladipo,4.57,2.95,Victor Oladipo
201228,C.J.,Watson,4.36,2.47,C.J. Watson
201160,Jason,Smith,4.63,1.81,Jason Smith
1626209,Mario,Hezonja,4.86,1.55,Mario Hezonja
101141,Ersan,Ilyasova,4.54,1.56,Ersan Ilyasova
201943,Brandon,Jennings,4.78,1.11,Brandon Jennings
203906,Devyn,Marble,0.0,0.0,Devyn Marble
203894,Shabazz,Napier,0.0,0.0,Shabazz Napier
203094,Andrew,Nicholson,0.0,0.0,Andrew Nicholson
203901,Elfrid,Payton,0.0,0.0,Elfrid Payton
200752,Rudy,Gay,4.3,2.1,Rudy Gay
203112,Quincy,Acy,4.36,1.05,Quincy Acy
1626161,Willie,Cauley-Stein,4.67,1.62,Willie Cauley-Stein
201954,Darren,Collison,4.26,2.61,Darren Collison
200765,Rajon,Rondo,4.01,2.6,Rajon Rondo
201956,Omri,Casspi,4.56,2.16,Omri Casspi
201158,Marco,Belinelli,4.26,1.97,Marco Belinelli
201585,Kosta,Koufos,4.41,1.75,Kosta Koufos
203552,Seth,Curry,4.47,1.36,Seth Curry
2406,Caron,Butler,3.9,0.09,Caron Butler
202341,James,Anderson,0.0,0.0,James Anderson
202326,DeMarcus,Cousins,0.0,0.0,DeMarcus Cousins
203463,Ben,McLemore,0.0,0.0,Ben McLemore
202329,Al-Farouq,Aminu,4.7,1.61,Al-Farouq Aminu
203943,Noah,Vonleh,4.36,1.26,Noah Vonleh
203486,Mason,Plumlee,4.46,1.37,Mason Plumlee
203468,CJ,McCollum,4.84,2.11,CJ McCollum
203081,Damian,Lillard,4.18,2.11,Damian Lillard
201945,Gerald,Henderson,4.48,1.0,Gerald Henderson
203459,Allen,Crabbe,4.41,2.17,Allen Crabbe
202334,Ed,Davis,4.65,0.75,Ed Davis
203086,Meyers,Leonard,3.83,1.74,Meyers Leonard
203090,Maurice,Harkless,4.52,1.57,Maurice Harkless
203148,Brian,Roberts,4.21,0.98,Brian Roberts
1626192,Pat,Connaughton,3.97,0.79,Pat Connaughton
2549,Chris,Kaman,0.0,0.0,Chris Kaman
203084,Harrison,Barnes,4.53,2.25,Harrison Barnes
203110,Draymond,Green,3.95,2.14,Draymond Green
101106,Andrew,Bogut,3.93,1.18,Andrew Bogut
202691,Klay,Thompson,4.32,2.27,Klay Thompson
201939,Stephen,Curry,4.26,2.09,Stephen Curry
2738,Andre,Iguodala,4.36,1.07,Andre Iguodala
201578,Marreese,Speights,3.66,0.67,Marreese Speights
2571,Leandro,Barbosa,4.33,1.18,Leandro Barbosa
2733,Shaun,Livingston,4.31,1.04,Shaun Livingston
2760,Anderson,Varejao,4.33,0.82,Anderson Varejao
201575,Brandon,Rush,4.27,1.14,Brandon Rush
203546,Ian,Clark,4.5,0.44,Ian Clark
203949,James Michael,McAdoo,4.43,0.63,James Michael McAdoo
2546,Carmelo,Anthony,3.8,2.73,Carmelo Anthony
204001,Kristaps,Porziņģis,4.12,2.14,Kristaps Porziņģis
201577,Robin,Lopez,4.1,3.03,Robin Lopez
2756,Sasha,Vujacic,4.47,2.08,Sasha Vujacic
101181,Jose,Calderon,4.13,2.64,Jose Calderon
203124,Kyle,O'Quinn,4.01,0.43,Kyle O'Quinn
204038,Langston,Galloway,4.33,1.53,Langston Galloway
1626170,Jerian,Grant,4.33,0.84,Jerian Grant
202682,Derrick,Williams,4.19,1.08,Derrick Williams
201167,Arron,Afflalo,0.0,0.0,Arron Afflalo
200811,Lou,Amundson,0.0,0.0,Lou Amundson
202338,Kevin,Seraphin,0.0,0.0,Kevin Seraphin
202498,Lance,Thomas,0.0,0.0,Lance Thomas
201145,Jeff,Green,3.9,2.92,Jeff Green
202325,Wesley,Johnson,4.28,1.67,Wesley Johnson
201599,DeAndre,Jordan,3.86,2.43,DeAndre Jordan
200755,JJ,Redick,4.65,2.37,JJ Redick
101108,Chris,Paul,4.03,2.28,Chris Paul
202332,Cole,Aldrich,4.12,1.6,Cole Aldrich
2037,Jamal,Crawford,4.07,1.3,Jamal Crawford
203085,Austin,Rivers,4.52,1.44,Austin Rivers
203143,Pablo,Prigioni,4.82,0.6,Pablo Prigioni
201601,Luc,Mbah a Moute,0.0,0.0,Luc Mbah a Moute
1718,Paul,Pierce,0.0,0.0,Paul Pierce
1627293,Alex,Stepheson,0.0,0.0,Alex Stepheson
201967,Dante,Cunningham,4.61,3.52,Dante Cunningham
203076,Anthony,Davis,3.92,3.03,Anthony Davis
201600,Omer,Asik,4.09,0.88,Omer Asik
201962,Toney,Douglas,4.55,3.16,Toney Douglas
201950,Jrue,Holiday,4.31,2.9,Jrue Holiday
201583,Ryan,Anderson,3.92,2.39,Ryan Anderson
202087,Alonzo,Gee,4.32,1.82,Alonzo Gee
203111,Orlando,Johnson,4.72,0.38,Orlando Johnson
202337,Luke,Babbitt,4.79,0.85,Luke Babbitt
201582,Alexis,Ajinca,0.0,0.0,Alexis Ajinca
202708,Norris,Cole,0.0,0.0,Norris Cole
201569,Eric,Gordon,0.0,0.0,Eric Gordon
2570,Kendrick,Perkins,0.0,0.0,Kendrick Perkins
2440,Matt,Barnes,4.17,3.02,Matt Barnes
203210,JaMychal,Green,4.26,2.7,JaMychal Green
200797,Ryan,Hollins,4.18,0.87,Ryan Hollins
2754,Tony,Allen,4.1,2.49,Tony Allen
1627362,Briante,Weber,4.67,3.09,Briante Weber
203798,PJ,Hairston,4.29,1.71,PJ Hairston
1626185,Jarell,Martin,4.5,1.59,Jarell Martin
1713,Vince,Carter,4.03,0.77,Vince Carter
202362,Lance,Stephenson,3.84,2.41,Lance Stephenson
2365,Chris,Andersen,0.0,0.0,Chris Andersen
201144,Mike,Conley,0.0,0.0,Mike Conley
2216,Zach,Randolph,0.0,0.0,Zach Randolph
203952,Andrew,Wiggins,3.99,2.32,Andrew Wiggins
203476,Gorgui,Dieng,4.07,2.09,Gorgui Dieng
1626157,Karl-Anthony,Towns,3.95,2.54,Karl-Anthony Towns
203897,Zach,LaVine,4.31,2.53,Zach LaVine
201937,Ricky,Rubio,4.46,2.66,Ricky Rubio
203940,Adreian,Payne,4.26,0.27,Adreian Payne
1626145,Tyus,Jones,4.75,0.95,Tyus Jones
203498,Shabazz,Muhammad,4.41,1.11,Shabazz Muhammad
2419,Tayshaun,Prince,3.95,0.96,Tayshaun Prince
202357,Nemanja,Bjelica,4.32,0.49,Nemanja Bjelica
202962,Greg,Smith,4.04,0.79,Greg Smith
204014,Damjan,Rudez,0.0,0.0,Damjan Rudez
201142,Kevin,Durant,3.85,2.41,Kevin Durant
201586,Serge,Ibaka,3.97,1.32,Serge Ibaka
203500,Steven,Adams,4.25,1.8,Steven Adams
203460,Andre,Roberson,4.61,1.07,Andre Roberson
201566,Russell,Westbrook,4.31,2.66,Russell Westbrook
202683,Enes,Freedom,4.36,1.51,Enes Freedom
202713,Kyle,Singler,4.4,1.55,Kyle Singler
200751,Randy,Foye,4.12,1.96,Randy Foye
2555,Nick,Collison,4.01,1.11,Nick Collison
201627,Anthony,Morrow,3.76,1.15,Anthony Morrow
1737,Nazr,Mohammed,0.0,0.0,Nazr Mohammed
1626166,Cameron,Payne,0.0,0.0,Cameron Payne
200782,P.J.,Tucker,4.28,1.32,P.J. Tucker
203458,Alex,Len,4.18,2.26,Alex Len
2199,Tyson,Chandler,3.95,1.45,Tyson Chandler
1626164,Devin,Booker,4.27,3.13,Devin Booker
101179,Ronnie,Price,4.2,2.68,Ronnie Price
202688,Brandon,Knight,4.28,1.92,Brandon Knight
203462,Archie,Goodwin,4.22,1.23,Archie Goodwin
203141,Mirza,Teletovic,4.01,1.52,Mirza Teletovic
202720,Jon,Leuer,4.46,1.27,Jon Leuer
203515,Phil,Pressey,7.22,0.02,Phil Pressey
201978,Chase,Budinger,0.0,0.0,Chase Budinger
203098,John,Jenkins,0.0,0.0,John Jenkins
1626210,Alan,Williams,0.0,0.0,Alan Williams
203960,JaKarr,Sampson,4.46,1.09,JaKarr Sampson
202702,Kenneth,Faried,4.28,1.04,Kenneth Faried
203999,Nikola,Jokić,4.37,1.99,Nikola Jokić
203914,Gary,Harris,4.17,2.21,Gary Harris
1626144,Emmanuel,Mudiay,4.55,2.6,Emmanuel Mudiay
203115,Will,Barton,4.39,2.21,Will Barton
201589,Darrell,Arthur,4.08,1.95,Darrell Arthur
203530,Joffrey,Lauvergne,4.3,1.39,Joffrey Lauvergne
201571,D.J.,Augustin,4.2,1.37,D.J. Augustin
1626253,Axel,Toupane,4.28,1.06,Axel Toupane
203994,Jusuf,Nurkić,3.9,0.29,Jusuf Nurkić
2034,Mike,Miller,0.0,0.0,Mike Miller
2749,Jameer,Nelson,0.0,0.0,Jameer Nelson
2399,Mike,Dunleavy,4.58,2.25,Mike Dunleavy
201959,Taj,Gibson,4.46,1.62,Taj Gibson
2200,Pau,Gasol,3.95,2.29,Pau Gasol
202734,E'Twaun,Moore,4.58,2.75,E'Twaun Moore
201565,Derrick,Rose,4.44,2.65,Derrick Rose
203926,Doug,McDermott,4.55,1.63,Doug McDermott
202703,Nikola,Mirotic,4.02,1.89,Nikola Mirotic
203200,Justin,Holiday,4.56,1.59,Justin Holiday
1626171,Bobby,Portis,4.52,0.84,Bobby Portis
201166,Aaron,Brooks,0.0,0.0,Aaron Brooks
202710,Jimmy,Butler III,0.0,0.0,Jimmy Butler III
1626245,Cristiano,Felicio,0.0,0.0,Cristiano Felicio
203503,Tony,Snell,0.0,0.0,Tony Snell
202695,Kawhi,Leonard,4.36,2.8,Kawhi Leonard
200746,LaMarcus,Aldridge,4.21,2.32,LaMarcus Aldridge
1495,Tim,Duncan,4.0,1.87,Tim Duncan
201980,Danny,Green,4.85,1.95,Danny Green
2225,Tony,Parker,4.88,2.56,Tony Parker
201988,Patty,Mills,5.03,1.45,Patty Mills
1938,Manu,Ginobili,4.04,1.32,Manu Ginobili
2564,Boris,Diaw,4.29,0.22,Boris Diaw
2561,David,West,3.97,1.27,David West
203937,Kyle,Anderson,4.49,1.03,Kyle Anderson
2755,Kevin,Martin,4.5,0.58,Kevin Martin
1889,Andre,Miller,4.54,0.23,Andre Miller
