personId,firstName,familyName,speed,distance,full_name
203944,Julius,Randle,4.43,1.2,Julius Randle
201579,Roy,Hibbert,4.43,1.57,Roy Hibbert
203903,Jordan,Clarkson,4.82,2.29,Jordan Clarkson
1626156,D'Angelo,Russell,4.6,1.77,D'Angelo Russell
101138,Brandon,Bass,4.68,1.57,Brandon Bass
101150,Lou,Williams,4.31,1.87,Lou Williams
201156,Nick,Young,4.4,1.59,Nick Young
203527,Ryan,Kelly,4.52,2.08,Ryan Kelly
1626273,Marcelo,Huertas,4.64,1.41,Marcelo Huertas
204028,Tarik,Black,4.3,0.47,Tarik Black
1626148,Anthony,Brown,4.56,0.31,Anthony Brown
203135,Robert,Sacre,4.06,0.28,Robert Sacre
200752,Rudy,Gay,4.31,2.25,Rudy Gay
202326,DeMarcus,Cousins,3.77,1.78,DeMarcus Cousins
1626161,Willie,Cauley-Stein,4.79,2.41,Willie Cauley-Stein
203463,Ben,McLemore,4.93,2.05,Ben McLemore
200765,Rajon,Rondo,4.46,1.77,Rajon Rondo
201954,Darren,Collison,4.47,1.77,Darren Collison
201956,Omri,Casspi,4.7,1.72,Omri Casspi
201585,Kosta,Koufos,4.52,1.6,Kosta Koufos
201158,Marco,Belinelli,4.47,1.65,Marco Belinelli
202341,James,Anderson,4.58,0.34,James Anderson
203552,Seth,Curry,4.66,0.3,Seth Curry
203961,Eric,Moreland,4.82,0.3,Eric Moreland
2406,Caron,Butler,0.0,0.0,Caron Butler
202329,Al-Farouq,Aminu,4.47,2.35,Al-Farouq Aminu
203086,Meyers,Leonard,4.05,1.18,Meyers Leonard
203486,Mason,Plumlee,4.42,1.88,Mason Plumlee
203468,CJ,McCollum,4.78,2.64,CJ McCollum
203081,Damian,Lillard,4.53,2.78,Damian Lillard
203459,Allen,Crabbe,4.36,1.66,Allen Crabbe
202334,Ed,Davis,4.36,1.43,Ed Davis
203090,Maurice,Harkless,4.39,1.75,Maurice Harkless
203943,Noah,Vonleh,4.23,1.48,Noah Vonleh
1626192,Pat,Connaughton,4.51,0.2,Pat Connaughton
1626242,Luis,Montero,4.5,0.18,Luis Montero
204025,Tim,Frazier,4.49,0.18,Tim Frazier
2549,Chris,Kaman,0.0,0.0,Chris Kaman
200782,P.J.,Tucker,4.33,1.71,P.J. Tucker
202693,Markieff,Morris,3.93,2.22,Markieff Morris
2199,Tyson,Chandler,4.09,1.75,Tyson Chandler
202688,Brandon,Knight,4.64,2.55,Brandon Knight
202339,Eric,Bledsoe,4.56,2.52,Eric Bledsoe
201603,Sonny,Weems,4.38,1.23,Sonny Weems
203458,Alex,Len,4.27,1.31,Alex Len
202720,Jon,Leuer,4.35,1.09,Jon Leuer
203933,T.J.,Warren,4.63,1.71,T.J. Warren
101179,Ronnie,Price,4.86,0.85,Ronnie Price
1626164,Devin,Booker,4.18,0.17,Devin Booker
203462,Archie,Goodwin,4.4,0.18,Archie Goodwin
203141,Mirza,Teletovic,3.98,0.16,Mirza Teletovic
2754,Tony,Allen,4.32,1.59,Tony Allen
2216,Zach,Randolph,3.83,1.88,Zach Randolph
201188,Marc,Gasol,3.66,1.98,Marc Gasol
201584,Courtney,Lee,4.19,2.04,Courtney Lee
201144,Mike,Conley,4.3,2.16,Mike Conley
201145,Jeff,Green,3.88,1.88,Jeff Green
2757,Beno,Udrih,4.34,1.29,Beno Udrih
2440,Matt,Barnes,4.17,1.47,Matt Barnes
201148,Brandan,Wright,4.22,1.08,Brandan Wright
203210,JaMychal,Green,4.42,0.94,JaMychal Green
203919,Jordan,Adams,0.0,0.0,Jordan Adams
1713,Vince,Carter,0.0,0.0,Vince Carter
203893,Russ,Smith,0.0,0.0,Russ Smith
202331,Paul,George,4.08,2.35,Paul George
201941,Jordan,Hill,3.93,1.3,Jordan Hill
101133,Ian,Mahinmi,4.13,2.02,Ian Mahinmi
101145,Monta,Ellis,4.02,2.16,Monta Ellis
201588,George,Hill,4.04,2.61,George Hill
201978,Chase,Budinger,4.22,0.94,Chase Budinger
201155,Rodney,Stuckey,3.91,1.66,Rodney Stuckey
1626167,Myles,Turner,4.28,1.28,Myles Turner
101139,CJ,Miles,3.87,1.34,CJ Miles
202730,Lavoy,Allen,3.99,0.48,Lavoy Allen
203524,Solomon,Hill,0.0,0.0,Solomon Hill
203963,Shayne,Whittington,0.0,0.0,Shayne Whittington
1626202,Joe,Young,0.0,0.0,Joe Young
203145,Kent,Bazemore,4.7,1.96,Kent Bazemore
200794,Paul,Millsap,4.35,2.49,Paul Millsap
201143,Al,Horford,4.37,2.21,Al Horford
2594,Kyle,Korver,4.37,2.35,Kyle Korver
201952,Jeff,Teague,4.25,2.1,Jeff Teague
201168,Tiago,Splitter,4.33,1.67,Tiago Splitter
203200,Justin,Holiday,4.26,0.92,Justin Holiday
203471,Dennis,Schröder,4.64,1.4,Dennis Schröder
203934,Lamar,Patterson,4.67,1.62,Lamar Patterson
203118,Mike,Scott,4.19,0.78,Mike Scott
204002,Edy,Tavares,3.35,0.07,Edy Tavares
203501,Tim,Hardaway Jr.,0.0,0.0,Tim Hardaway Jr.
202714,Shelvin,Mack,0.0,0.0,Shelvin Mack
2546,Carmelo,Anthony,4.26,2.26,Carmelo Anthony
204001,Kristaps,Porziņģis,4.41,1.88,Kristaps Porziņģis
201577,Robin,Lopez,4.42,1.56,Robin Lopez
101181,Jose,Calderon,4.57,1.38,Jose Calderon
2756,Sasha,Vujacic,4.61,1.93,Sasha Vujacic
203124,Kyle,O'Quinn,3.91,1.43,Kyle O'Quinn
204038,Langston,Galloway,4.49,1.89,Langston Galloway
202682,Derrick,Williams,4.14,1.24,Derrick Williams
1626170,Jerian,Grant,4.25,2.03,Jerian Grant
202498,Lance,Thomas,4.54,1.68,Lance Thomas
203921,Cleanthony,Early,3.29,0.07,Cleanthony Early
201167,Arron,Afflalo,0.0,0.0,Arron Afflalo
202338,Kevin,Seraphin,0.0,0.0,Kevin Seraphin
202379,Jeremy,Evans,4.6,1.84,Jeremy Evans
1717,Dirk,Nowitzki,3.85,1.6,Dirk Nowitzki
2585,Zaza,Pachulia,4.31,1.32,Zaza Pachulia
203098,John,Jenkins,4.55,2.67,John Jenkins
101109,Raymond,Felton,4.24,1.78,Raymond Felton
203939,Dwight,Powell,4.72,1.49,Dwight Powell
200826,J.J.,Barea,4.72,1.66,J.J. Barea
2734,Devin,Harris,4.23,1.63,Devin Harris
101111,Charlie,Villanueva,4.43,1.7,Charlie Villanueva
1626147,Justin,Anderson,4.71,1.44,Justin Anderson
1626257,Salah,Mejri,4.5,0.54,Salah Mejri
202083,Wesley,Matthews,0.0,0.0,Wesley Matthews
101114,Deron,Williams,0.0,0.0,Deron Williams
202362,Lance,Stephenson,4.01,1.39,Lance Stephenson
201933,Blake,Griffin,3.94,1.76,Blake Griffin
201599,DeAndre,Jordan,3.88,1.67,DeAndre Jordan
200755,JJ,Redick,4.62,1.84,JJ Redick
101108,Chris,Paul,3.89,1.57,Chris Paul
1718,Paul,Pierce,3.91,1.27,Paul Pierce
2746,Josh,Smith,4.14,0.98,Josh Smith
203085,Austin,Rivers,4.5,1.83,Austin Rivers
2037,Jamal,Crawford,4.12,1.19,Jamal Crawford
202325,Wesley,Johnson,4.46,1.61,Wesley Johnson
203143,Pablo,Prigioni,4.36,0.52,Pablo Prigioni
201601,Luc,Mbah a Moute,4.23,0.49,Luc Mbah a Moute
202332,Cole,Aldrich,4.54,0.52,Cole Aldrich
202330,Gordon,Hayward,4.12,2.43,Gordon Hayward
202324,Derrick,Favors,4.14,2.39,Derrick Favors
203497,Rudy,Gobert,4.21,2.62,Rudy Gobert
203918,Rodney,Hood,4.1,2.01,Rodney Hood
203526,Raul,Neto,4.47,1.97,Raul Neto
203504,Trey,Burke,4.51,1.17,Trey Burke
202692,Alec,Burks,4.31,1.9,Alec Burks
1626168,Trey,Lyles,4.75,0.65,Trey Lyles
204060,Joe,Ingles,4.2,1.15,Joe Ingles
202407,Elijah,Millsap,4.47,0.74,Elijah Millsap
202344,Trevor,Booker,0.0,0.0,Trevor Booker
203187,Chris,Johnson,0.0,0.0,Chris Johnson
202353,Tibor,Pleiss,0.0,0.0,Tibor Pleiss
202694,Marcus,Morris Sr.,4.09,2.42,Marcus Morris Sr.
101141,Ersan,Ilyasova,3.96,1.43,Ersan Ilyasova
203083,Andre,Drummond,3.66,2.2,Andre Drummond
203484,Kentavious,Caldwell-Pope,4.05,2.42,Kentavious Caldwell-Pope
202704,Reggie,Jackson,4.22,2.2,Reggie Jackson
201975,Jodie,Meeks,4.62,0.46,Jodie Meeks
2581,Steve,Blake,4.55,1.27,Steve Blake
201229,Anthony,Tolliver,4.33,1.38,Anthony Tolliver
203382,Aron,Baynes,4.13,0.82,Aron Baynes
1626169,Stanley,Johnson,4.54,1.48,Stanley Johnson
203493,Reggie,Bullock Jr.,4.23,0.44,Reggie Bullock Jr.
201202,Joel,Anthony,0.0,0.0,Joel Anthony
203915,Spencer,Dinwiddie,0.0,0.0,Spencer Dinwiddie
203798,PJ,Hairston,4.35,1.33,PJ Hairston
101107,Marvin,Williams,4.25,2.67,Marvin Williams
2744,Al,Jefferson,4.01,1.45,Al Jefferson
201587,Nicolas,Batum,4.41,2.38,Nicolas Batum
202689,Kemba,Walker,4.18,2.43,Kemba Walker
203469,Cody,Zeller,4.56,2.27,Cody Zeller
202391,Jeremy,Lin,4.4,2.11,Jeremy Lin
201150,Spencer,Hawes,4.24,1.17,Spencer Hawes
203148,Brian,Roberts,4.58,0.99,Brian Roberts
1626163,Frank,Kaminsky,5.12,0.52,Frank Kaminsky
201946,Tyler,Hansbrough,0.0,0.0,Tyler Hansbrough
1626151,Aaron,Harrison,0.0,0.0,Aaron Harrison
203087,Jeremy,Lamb,0.0,0.0,Jeremy Lamb
2736,Luol,Deng,4.57,2.31,Luol Deng
2547,Chris,Bosh,4.0,2.15,Chris Bosh
202355,Hassan,Whiteside,3.93,1.32,Hassan Whiteside
2548,Dwyane,Wade,4.18,2.02,Dwyane Wade
201609,Goran,Dragic,4.48,2.3,Goran Dragic
2617,Udonis,Haslem,4.25,0.75,Udonis Haslem
1626159,Justise,Winslow,4.2,1.78,Justise Winslow
201596,Mario,Chalmers,4.19,1.19,Mario Chalmers
101123,Gerald,Green,4.13,2.09,Gerald Green
201177,Josh,McRoberts,4.23,0.94,Josh McRoberts
2365,Chris,Andersen,0.0,0.0,Chris Andersen
203516,James,Ennis III,0.0,0.0,James Ennis III
204020,Tyler,Johnson,0.0,0.0,Tyler Johnson
202362,Lance,Stephenson,4.27,1.36,Lance Stephenson
201933,Blake,Griffin,3.98,2.43,Blake Griffin
201599,DeAndre,Jordan,4.03,1.82,DeAndre Jordan
200755,JJ,Redick,4.6,2.36,JJ Redick
101108,Chris,Paul,4.07,2.48,Chris Paul
2037,Jamal,Crawford,4.12,1.44,Jamal Crawford
1718,Paul,Pierce,3.8,1.52,Paul Pierce
2746,Josh,Smith,3.86,1.04,Josh Smith
203085,Austin,Rivers,4.54,1.21,Austin Rivers
202325,Wesley,Johnson,4.4,0.88,Wesley Johnson
202332,Cole,Aldrich,6.58,0.01,Cole Aldrich
201601,Luc,Mbah a Moute,0.0,0.0,Luc Mbah a Moute
203143,Pablo,Prigioni,0.0,0.0,Pablo Prigioni
200752,Rudy,Gay,4.27,2.23,Rudy Gay
202326,DeMarcus,Cousins,3.76,2.17,DeMarcus Cousins
201585,Kosta,Koufos,4.51,1.69,Kosta Koufos
203463,Ben,McLemore,4.74,1.58,Ben McLemore
200765,Rajon,Rondo,4.26,1.79,Rajon Rondo
201956,Omri,Casspi,4.11,1.37,Omri Casspi
1626161,Willie,Cauley-Stein,4.53,0.59,Willie Cauley-Stein
201158,Marco,Belinelli,4.38,2.33,Marco Belinelli
201954,Darren,Collison,4.28,2.16,Darren Collison
2406,Caron,Butler,4.21,0.89,Caron Butler
202341,James,Anderson,5.25,0.28,James Anderson
203112,Quincy,Acy,0.0,0.0,Quincy Acy
203552,Seth,Curry,0.0,0.0,Seth Curry
2419,Tayshaun,Prince,4.05,0.98,Tayshaun Prince
708,Kevin,Garnett,4.44,0.95,Kevin Garnett
1626157,Karl-Anthony,Towns,4.14,2.19,Karl-Anthony Towns
203952,Andrew,Wiggins,3.98,1.93,Andrew Wiggins
201937,Ricky,Rubio,4.42,2.39,Ricky Rubio
202357,Nemanja,Bjelica,4.51,1.69,Nemanja Bjelica
2755,Kevin,Martin,4.16,2.01,Kevin Martin
203498,Shabazz,Muhammad,4.49,1.41,Shabazz Muhammad
203897,Zach,LaVine,4.64,1.54,Zach LaVine
203476,Gorgui,Dieng,4.48,1.51,Gorgui Dieng
203940,Adreian,Payne,4.51,0.28,Adreian Payne
204014,Damjan,Rudez,4.61,0.35,Damjan Rudez
1889,Andre,Miller,0.0,0.0,Andre Miller
977,Kobe,Bryant,3.93,1.89,Kobe Bryant
203944,Julius,Randle,4.2,2.1,Julius Randle
201579,Roy,Hibbert,4.13,1.93,Roy Hibbert
203903,Jordan,Clarkson,4.43,2.19,Jordan Clarkson
1626156,D'Angelo,Russell,4.32,1.86,D'Angelo Russell
101150,Lou,Williams,4.1,1.87,Lou Williams
201156,Nick,Young,4.03,1.28,Nick Young
203527,Ryan,Kelly,4.32,1.48,Ryan Kelly
101138,Brandon,Bass,4.31,1.23,Brandon Bass
1626273,Marcelo,Huertas,4.52,0.97,Marcelo Huertas
204028,Tarik,Black,0.0,0.0,Tarik Black
1626148,Anthony,Brown,0.0,0.0,Anthony Brown
203135,Robert,Sacre,0.0,0.0,Robert Sacre
101139,CJ,Miles,3.82,2.26,CJ Miles
202331,Paul,George,4.31,2.63,Paul George
101133,Ian,Mahinmi,3.97,1.64,Ian Mahinmi
101145,Monta,Ellis,4.26,2.02,Monta Ellis
201588,George,Hill,4.14,2.6,George Hill
201155,Rodney,Stuckey,4.19,1.69,Rodney Stuckey
201941,Jordan,Hill,4.2,1.62,Jordan Hill
202730,Lavoy,Allen,4.39,0.9,Lavoy Allen
201978,Chase,Budinger,4.2,1.04,Chase Budinger
1626202,Joe,Young,4.17,0.14,Joe Young
203524,Solomon,Hill,0.0,0.0,Solomon Hill
1626167,Myles,Turner,0.0,0.0,Myles Turner
203963,Shayne,Whittington,0.0,0.0,Shayne Whittington
201960,DeMarre,Carroll,4.07,2.79,DeMarre Carroll
2449,Luis,Scola,4.28,1.25,Luis Scola
202685,Jonas,Valančiūnas,4.0,2.15,Jonas Valančiūnas
201942,DeMar,DeRozan,4.29,2.56,DeMar DeRozan
200768,Kyle,Lowry,4.12,2.67,Kyle Lowry
202687,Bismack,Biyombo,4.2,1.1,Bismack Biyombo
202335,Patrick,Patterson,4.22,1.36,Patrick Patterson
203082,Terrence,Ross,4.68,0.66,Terrence Ross
202709,Cory,Joseph,4.53,2.09,Cory Joseph
201949,James,Johnson,3.94,0.2,James Johnson
203461,Anthony,Bennett,0.0,0.0,Anthony Bennett
1626181,Norman,Powell,0.0,0.0,Norman Powell
1626153,Delon,Wright,0.0,0.0,Delon Wright
202083,Wesley,Matthews,4.43,1.92,Wesley Matthews
1717,Dirk,Nowitzki,3.95,1.36,Dirk Nowitzki
2585,Zaza,Pachulia,4.21,1.75,Zaza Pachulia
101109,Raymond,Felton,4.23,2.33,Raymond Felton
101114,Deron,Williams,4.5,1.5,Deron Williams
203939,Dwight,Powell,4.71,1.35,Dwight Powell
202379,Jeremy,Evans,4.45,1.91,Jeremy Evans
2734,Devin,Harris,4.26,1.64,Devin Harris
200826,J.J.,Barea,4.4,1.82,J.J. Barea
