injury_id,player_id,team_id,injury_date,acquired,relinquished,body_region,diagnosis,return_status
319,77731.0,,1983-03-12,True,False,,,
320,78395.0,,1983-03-22,True,False,,,
321,76170.0,1610612751.0,1983-03-23,False,True,pelvis,fracture,
322,78314.0,1610612756.0,1983-04-01,False,True,,infection,
323,229.0,1610612756.0,1983-04-01,True,False,,,
324,77707.0,1610612745.0,1983-04-04,True,False,,,
325,76170.0,1610612751.0,1983-04-15,True,False,,,
327,77498.0,1610612747.0,1983-04-16,True,False,,,
326,77205.0,1610612747.0,1983-04-16,False,True,toe,bruise,
328,,1610612756.0,1983-10-25,False,True,,,
330,77135.0,1610612747.0,1983-10-26,False,True,,,
329,,1610612738.0,1983-10-26,False,True,,,
332,77324.0,1610612747.0,1983-10-26,False,True,,,
331,77905.0,1610612747.0,1983-10-26,False,True,,,
333,76707.0,1610612752.0,1983-10-27,False,True,,,
334,78614.0,1610612758.0,1983-10-28,False,True,knee,tear,
335,76249.0,1610612744.0,1983-10-31,False,True,shoulder,,
336,78436.0,1610612751.0,1983-11-01,False,True,foot,,
337,76471.0,1610612749.0,1983-11-08,False,True,foot,strain,
338,77848.0,1610612759.0,1983-11-11,True,False,,,
340,77817.0,1610612737.0,1983-11-15,True,False,,,
339,77024.0,1610612737.0,1983-11-15,False,True,nose,fracture,
341,229.0,1610612756.0,1983-11-16,False,True,hand,,
342,,1610612756.0,1983-11-16,True,False,,,
343,77324.0,1610612747.0,1983-11-18,True,False,,,
344,78614.0,1610612758.0,1983-11-22,True,False,,,
346,229.0,1610612756.0,1983-11-24,True,False,,,
345,78500.0,1610612756.0,1983-11-24,False,True,leg,strain,
347,76249.0,1610612744.0,1983-12-01,False,True,hand,,
348,77984.0,1610612756.0,1983-12-04,False,True,knee,,
349,78500.0,1610612756.0,1983-12-04,True,False,,,
351,78436.0,1610612751.0,1983-12-20,True,False,,,
350,76707.0,1610612752.0,1983-12-20,True,False,,,
352,77142.0,1610612747.0,1983-12-30,True,False,,,
353,78395.0,,1984-01-01,False,True,hand,break,
354,77633.0,1610612759.0,1984-01-03,False,True,finger,break,out-for-weeks
356,77905.0,1610612747.0,1984-01-07,True,False,,,
355,78233.0,1610612747.0,1984-01-07,False,True,"pelvis,hip",,
357,78500.0,1610612756.0,1984-01-10,False,True,leg,soreness,
359,76249.0,1610612744.0,1984-01-10,True,False,,,
358,76726.0,1610612744.0,1984-01-10,False,True,ankle,sprain,
360,77135.0,,1984-01-13,False,True,,,
362,76726.0,1610612744.0,1984-01-19,True,False,,,
361,76478.0,1610612744.0,1984-01-19,False,True,knee,strain,
364,77135.0,,1984-01-24,True,False,,,
363,76272.0,,1984-01-24,False,True,,,
365,78500.0,1610612756.0,1984-02-01,True,False,,,
366,77916.0,1610612755.0,1984-02-02,False,True,ankle,,
367,78395.0,,1984-02-05,True,False,,,
369,76272.0,,1984-02-13,True,False,,,
368,77135.0,,1984-02-13,False,True,knee,,
370,1006.0,1610612754.0,1984-02-18,False,True,ankle,sprain,
372,78233.0,1610612747.0,1984-03-02,True,False,,,
371,76786.0,1610612747.0,1984-03-02,False,True,knee,,
373,1006.0,1610612754.0,1984-03-09,True,False,,,
374,77582.0,1610612758.0,1984-03-31,False,True,foot,sprain,
375,77697.0,1610612758.0,1984-10-12,False,True,calf,bruise,out-for-weeks
377,78436.0,1610612751.0,1984-10-23,False,True,knee,inflammation,
376,77183.0,1610612747.0,1984-10-23,False,True,foot,,
384,77273.0,,1984-10-25,False,True,,,
378,894.0,1610612749.0,1984-10-25,False,True,,,
383,78093.0,,1984-10-25,False,True,,,
382,77236.0,1610612754.0,1984-10-25,False,True,knee,,
381,77263.0,1610612751.0,1984-10-25,False,True,back,spasm,
380,78332.0,1610612739.0,1984-10-25,False,True,,,
379,78133.0,1610612739.0,1984-10-25,False,True,,,
385,78332.0,1610612739.0,1984-11-05,True,False,,,
386,76968.0,1610612737.0,1984-11-06,True,False,,,
387,78025.0,1610612765.0,1984-11-06,False,True,calf,strain,
388,76046.0,1610612739.0,1984-11-07,False,True,thigh,fracture,
389,,1610612752.0,1984-11-08,False,True,ankle,sprain,
390,77236.0,1610612754.0,1984-11-09,True,False,,,
391,78025.0,1610612765.0,1984-11-20,True,False,,,
394,76742.0,1610612756.0,1984-11-24,False,True,,,
393,77685.0,1610612756.0,1984-11-24,False,True,,,
392,78369.0,1610612765.0,1984-11-24,False,True,hamstring,pulled,
396,,1610612752.0,1984-11-26,True,False,,,
395,76362.0,1610612752.0,1984-11-26,False,True,foot,fracture,
397,77183.0,1610612747.0,1984-11-27,False,True,ankle,"sprain,inflammation",
398,77263.0,1610612751.0,1984-12-12,False,True,groin,pulled,
399,77328.0,1610612751.0,1984-12-12,True,False,,,
400,76599.0,1610612758.0,1984-12-14,False,True,foot,sprain,
401,894.0,1610612749.0,1984-12-17,True,False,,,
402,76539.0,1610612751.0,1984-12-18,True,False,,,
403,77184.0,1610612739.0,1984-12-21,False,True,leg,,
404,76170.0,1610612751.0,1984-12-27,False,True,,,
405,77353.0,1610612745.0,1984-12-29,False,True,ankle,inflammation,
406,76785.0,1610612754.0,1985-01-10,False,True,finger,dislocation,
407,77175.0,1610612741.0,1985-01-14,False,True,hand,break,
408,76046.0,1610612739.0,1985-01-28,True,False,,,
409,1453.0,1610612756.0,1985-01-31,True,False,,,
410,76043.0,1610612762.0,1985-02-07,False,True,calf,,
411,2399.0,1610612749.0,1985-02-11,False,True,back,,
412,,1610612762.0,1985-02-12,True,False,,,
413,77146.0,,1985-02-13,False,True,foot,fracture,
414,78450.0,1610612746.0,1985-02-17,False,True,foot,soreness,
415,77754.0,1610612751.0,1985-02-18,False,True,arm,break,
416,77487.0,1610612738.0,1985-02-20,False,True,knee,,
417,78450.0,1610612746.0,1985-02-28,True,False,,,
418,77670.0,1610612746.0,1985-03-02,False,True,knee,tear,
420,78059.0,1610612756.0,1985-03-19,True,False,,,
419,77685.0,1610612756.0,1985-03-19,False,True,groin,pulled,
421,76351.0,1610612738.0,1985-03-21,False,True,,,
422,77487.0,1610612738.0,1985-03-21,True,False,,,
423,76170.0,1610612751.0,1985-03-23,False,True,hand,fracture,
424,76785.0,1610612754.0,1985-03-25,False,True,finger,dislocation,out-for-season
425,1453.0,1610612756.0,1985-03-27,False,True,,,
426,77685.0,1610612756.0,1985-03-29,True,False,,,
428,77136.0,1610612755.0,1985-04-08,True,False,,,
427,78351.0,1610612755.0,1985-04-08,False,True,,,
429,76713.0,1610612749.0,1985-04-11,False,True,ankle,sprain,
430,77516.0,,1985-10-08,False,True,knee,,
433,78133.0,1610612739.0,1985-10-22,False,True,knee,,
432,77361.0,1610612739.0,1985-10-22,False,True,thigh,pulled,
431,,1610612749.0,1985-10-22,False,True,,,
435,77373.0,1610612747.0,1985-10-24,False,True,knee,inflammation,
436,78407.0,1610612756.0,1985-10-24,False,True,,,
434,76362.0,1610612752.0,1985-10-24,False,True,foot,bruise,
437,76497.0,1610612741.0,1985-10-25,False,True,,,
438,895.0,1610612759.0,1985-10-28,False,True,knee,sprain,
439,78323.0,1610612756.0,1985-10-29,False,True,ankle,fracture,
440,470.0,1610612737.0,1985-10-31,False,True,wrist,break,
441,893.0,1610612741.0,1985-11-05,False,True,foot,fracture,
442,77516.0,,1985-11-06,True,False,,,
443,,1610612749.0,1985-11-11,True,False,,,
444,2.0,1610612747.0,1985-11-12,False,True,hamstring,strain,
445,76497.0,1610612741.0,1985-11-18,True,False,,,
446,2.0,1610612747.0,1985-11-22,True,False,,,
448,470.0,1610612737.0,1985-12-04,True,False,,,
447,9.0,1610612755.0,1985-12-04,False,True,abdomen,pulled,
449,78601.0,1610612755.0,1985-12-05,False,True,,,
450,78133.0,1610612739.0,1985-12-10,True,False,,,
451,78323.0,1610612756.0,1985-12-10,True,False,,,
452,77361.0,1610612739.0,1985-12-14,True,False,,,
453,9.0,1610612755.0,1985-12-16,True,False,,,
455,901.0,1610612758.0,1985-12-17,False,True,knee,strain,
454,78183.0,1610612746.0,1985-12-17,True,False,,,
456,783.0,,1985-12-29,True,False,,,
457,78164.0,1610612742.0,1986-01-03,False,True,,,
458,78183.0,1610612746.0,1986-01-05,False,True,knee,soreness,
459,78041.0,,1986-01-17,True,False,,,
460,76436.0,1610612762.0,1986-02-15,False,True,,,
461,77757.0,1610612741.0,1986-02-22,False,True,face,break,
462,77183.0,1610612749.0,1986-02-27,False,True,foot,fracture,
464,77757.0,1610612741.0,1986-03-05,True,False,,,
463,76453.0,1610612741.0,1986-03-05,False,True,hand,break,
465,77757.0,1610612741.0,1986-03-14,False,True,face,,
466,893.0,1610612741.0,1986-03-14,True,False,,,
467,77449.0,1610612755.0,1986-04-05,False,True,,,
468,77193.0,1610612755.0,1986-04-05,True,False,,,
469,78030.0,1610612749.0,1986-04-09,False,True,knee,,
470,76436.0,1610612762.0,1986-04-10,True,False,,,
471,77757.0,1610612741.0,1986-04-13,True,False,,,
472,76641.0,1610612758.0,1986-09-13,False,True,foot,fracture,
473,76138.0,1610612756.0,1986-10-12,False,True,knee,chip,
474,76670.0,1610612749.0,1986-10-30,False,True,,,
480,78055.0,1610612745.0,1986-10-30,False,True,ankle,sprain,
476,78418.0,,1986-10-30,False,True,finger,tear,
481,203.0,,1986-10-30,False,True,,,
475,941.0,,1986-10-30,False,True,finger,sprain,
482,77757.0,1610612752.0,1986-10-30,False,True,hip,soreness,
479,156.0,1610612737.0,1986-10-30,False,True,,,
478,78482.0,1610612738.0,1986-10-30,False,True,,,
477,76093.0,1610612741.0,1986-10-30,False,True,foot,break,
483,78323.0,1610612756.0,1986-11-01,False,True,shin,fracture,
484,78395.0,1610612746.0,1986-11-02,False,True,hand,break,
485,76901.0,1610612747.0,1986-11-07,False,True,,,
487,78450.0,1610612738.0,1986-11-10,False,True,,,
486,101.0,1610612749.0,1986-11-10,True,False,,,
488,76017.0,1610612738.0,1986-11-11,True,False,,,
489,78055.0,1610612745.0,1986-11-16,True,False,,,
490,101.0,1610612749.0,1986-11-17,False,True,ankle,sprain,
491,76017.0,1610612738.0,1986-11-18,True,False,,,
492,76539.0,1610612751.0,1986-11-20,False,True,back,,
493,77456.0,1610612751.0,1986-11-20,True,False,,,
